Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
3,1,0,3,1,2,4,0,141,3,92,3,1,6,13,24,0,2002,1,0,0,1,1,0,1
2,0,3,2,0,1,4,1,104,2,748,3,7,7,43,6,2,2450,1,1,1,0,0,0,0
2,0,0,0,0,2,4,1,53,2,74,3,7,1,30,13,0,2571,1,1,0,1,0,0,0
0,0,3,2,2,0,3,1,52,1,596,0,4,0,40,10,2,1295,1,1,1,1,1,1,1
1,0,0,1,1,2,4,1,123,3,71,3,2,19,20,17,1,2277,1,1,1,0,0,0,1
3,1,3,2,3,1,4,1,231,0,764,0,6,10,31,5,0,1148,1,1,1,0,0,0,0
1,0,1,3,3,0,2,0,55,1,6816,1,5,4,29,22,2,3081,0,0,0,1,0,1,1
1,1,1,1,2,0,1,0,275,3,6527,1,4,18,41,15,2,3574,0,0,0,0,0,0,1
3,1,0,0,2,2,4,1,118,2,64,1,4,7,21,11,2,1674,1,1,1,0,1,1,1
1,0,1,0,2,1,4,1,201,0,551,2,4,10,9,7,1,1098,1,1,1,0,1,0,0
3,0,2,0,2,2,4,2,192,0,20,0,5,7,37,21,0,1213,0,1,0,1,0,0,1
3,1,2,3,3,1,4,2,126,1,841,2,1,24,9,12,2,1086,0,1,0,0,1,0,1
0,1,2,3,3,1,4,1,68,0,1737,0,1,24,14,5,1,905,1,0,0,0,0,0,0
0,0,1,1,2,0,2,0,171,1,3184,2,5,4,47,7,2,2018,0,0,1,0,0,0,0
1,0,1,1,2,2,4,0,235,1,35,1,5,21,32,14,1,1698,1,1,0,1,0,1,1
0,0,2,3,2,2,4,0,75,0,82,2,2,10,40,21,1,1024,1,0,1,0,1,0,1
2,1,0,1,1,2,4,2,283,2,78,1,2,8,45,17,0,2488,0,1,0,0,0,1,0
2,0,3,0,0,2,4,1,50,2,76,2,1,5,13,14,0,1685,1,0,1,1,1,1,1
3,0,0,2,0,0,2,1,85,2,7113,1,5,11,22,2,1,2722,0,0,1,1,1,1,0
0,1,3,0,3,0,1,2,266,2,4685,2,6,3,42,23,1,2617,0,1,1,1,1,0,0
0,1,3,2,0,0,0,2,75,1,1350,1,4,10,26,14,0,2106,1,0,1,0,1,0,1
2,0,3,3,1,2,4,0,53,1,30,3,6,16,25,5,0,1440,1,1,0,1,0,0,0
1,1,0,2,0,1,4,0,188,2,1598,1,4,0,41,4,0,2789,1,1,1,0,1,0,1
3,1,2,3,0,0,5,2,189,3,1005,2,1,2,23,13,0,2982,0,1,0,1,0,1,1
3,1,3,0,0,2,4,2,89,0,39,3,7,18,27,5,1,1925,1,0,1,0,1,0,1
3,0,0,3,2,1,4,0,151,1,355,0,7,4,49,23,0,1704,0,0,1,1,0,1,0
0,1,2,3,0,0,5,1,279,2,3873,2,5,21,10,22,1,3786,0,1,0,1,1,0,0
3,0,2,3,2,1,4,2,186,0,1238,0,7,8,7,18,1,1072,0,0,1,0,0,0,0
3,0,2,3,1,0,5,0,132,2,5832,3,1,0,35,12,2,3027,1,0,1,0,0,1,1
1,1,0,1,0,1,4,0,73,2,1934,2,3,16,38,24,2,2639,1,1,0,1,1,0,0
1,1,3,0,3,1,4,1,104,2,1329,0,4,2,19,9,1,2196,0,0,1,0,0,0,0
0,0,1,2,3,2,4,2,203,1,61,0,3,1,29,12,2,1283,0,1,0,1,0,0,1
0,0,3,0,0,1,4,1,118,2,780,2,3,18,8,0,2,1476,1,0,1,0,1,0,0
2,0,0,2,1,0,3,1,162,2,4539,2,4,17,27,0,1,3042,0,1,0,1,1,1,0
0,1,3,3,0,0,5,2,223,2,9868,1,7,10,50,15,1,6792,0,1,1,1,1,1,0
0,0,2,1,1,0,1,0,58,2,9665,0,1,16,21,2,2,933,0,1,1,1,0,0,1
1,1,3,3,0,2,4,1,94,1,66,3,1,21,32,17,2,1747,1,1,0,0,1,1,0
1,0,2,1,3,0,1,0,293,2,868,3,6,20,38,22,0,3020,0,0,0,1,0,0,1
0,1,3,2,2,2,4,0,172,2,81,0,6,23,31,18,0,1877,1,1,0,1,0,0,1
0,1,0,2,0,0,5,0,106,0,9544,1,6,9,23,12,2,5294,0,0,0,1,0,1,0
3,1,0,1,2,2,4,1,241,3,66,3,5,24,22,24,0,3034,0,1,1,1,0,0,0
2,1,3,3,2,1,4,0,251,1,458,3,6,14,45,6,2,2584,0,0,1,0,1,0,1
3,1,1,1,3,2,4,2,116,2,27,2,4,10,45,1,1,2332,0,0,0,0,1,0,0
2,0,3,3,1,0,2,1,235,3,3820,0,3,0,38,18,2,2698,1,1,0,1,1,0,0
3,0,1,3,3,1,4,1,129,3,1246,2,2,9,42,22,2,2319,1,0,1,1,0,0,0
3,1,2,0,0,0,5,1,132,3,9066,1,2,18,12,6,2,5467,0,0,1,1,1,1,0
1,1,3,2,2,1,4,2,86,2,1585,0,2,4,27,10,0,2064,1,1,0,0,0,1,1
2,1,0,2,0,1,4,2,97,0,1827,1,2,1,29,3,2,1696,0,0,0,0,1,0,0
2,0,0,3,0,0,1,1,71,0,2553,1,2,12,1,10,0,1070,0,1,1,1,0,1,1
1,1,1,3,3,0,1,0,65,0,3709,2,3,22,50,3,1,1668,0,1,1,1,0,1,0
3,0,3,3,3,1,4,2,178,0,1205,3,5,4,17,17,2,1375,0,1,0,0,0,1,1
2,1,1,0,3,0,0,2,144,1,2567,1,1,9,41,10,1,2304,1,1,0,1,1,1,0
2,0,2,0,1,1,4,1,114,3,323,0,2,16,36,3,1,2180,0,1,0,0,1,1,0
0,0,3,0,1,2,4,2,121,1,90,0,5,11,9,3,2,690,1,1,0,1,1,1,1
1,0,2,1,3,0,0,2,184,3,4488,2,4,16,24,9,1,3871,1,1,1,1,1,0,1
0,1,1,1,1,0,5,1,184,0,3434,0,4,15,6,12,1,2041,1,1,0,0,1,1,1
0,0,3,0,1,2,4,2,74,2,57,2,6,6,0,0,0,1181,1,1,0,0,1,0,0
1,0,1,0,1,2,4,0,165,1,92,1,3,7,48,20,1,1564,0,1,0,1,1,1,0
0,1,3,0,2,0,3,0,123,2,5174,3,3,6,1,12,0,2840,1,0,1,1,0,0,1
1,0,0,2,2,0,1,2,291,3,9297,2,3,2,3,19,0,2924,1,0,0,0,1,0,1
0,1,0,0,3,0,5,1,190,0,146,1,4,1,28,4,2,1502,0,0,1,0,1,1,1
3,1,2,1,2,2,4,0,184,0,78,3,4,23,18,12,1,1437,0,0,1,0,1,0,0
3,0,0,1,1,1,4,1,185,3,235,1,5,22,43,20,2,2521,1,0,0,1,1,0,1
3,0,1,3,1,2,4,0,218,2,2,0,1,10,6,9,1,951,1,1,0,0,1,0,1
1,0,1,1,0,2,4,2,63,3,30,2,4,3,11,12,2,2568,1,1,1,1,0,0,1
2,0,1,2,3,1,4,0,53,3,8,0,5,10,33,3,0,2464,0,0,0,0,1,0,1
2,1,1,3,1,2,4,1,126,0,6,1,3,11,11,23,2,1014,0,0,0,1,1,0,0
1,0,2,0,0,0,0,0,299,1,2086,3,6,13,35,6,2,2710,1,1,1,0,0,1,0
3,0,0,3,1,0,3,2,270,3,7935,1,2,24,40,9,2,4165,1,0,0,0,0,1,0
1,0,3,3,0,2,4,2,73,0,87,3,7,11,35,13,1,2355,1,0,0,1,0,0,0
2,0,2,1,3,2,4,1,120,2,19,2,4,12,18,2,1,1677,1,0,1,1,0,1,0
1,0,1,0,3,1,4,0,253,2,1897,0,3,4,23,9,1,1901,1,0,1,1,0,1,0
0,1,3,2,3,0,0,0,87,1,9845,2,4,11,30,7,2,4288,0,0,0,1,1,0,0
2,0,3,2,2,2,4,1,215,1,78,1,1,3,25,15,2,1461,0,0,0,1,0,1,0
1,1,0,2,2,1,4,1,134,3,75,1,5,0,17,16,2,3250,0,1,1,0,0,1,1
1,1,2,3,1,1,4,1,167,3,759,2,6,6,3,6,1,2877,1,0,1,1,1,1,0
0,0,3,3,1,1,4,0,298,3,444,2,5,2,14,10,1,1966,1,1,1,0,1,1,0
2,1,3,2,1,1,4,1,158,0,1090,3,3,19,27,5,2,1084,1,1,1,1,0,1,0
0,1,1,1,3,1,4,2,154,2,401,0,7,14,19,1,0,1857,0,1,1,1,1,0,1
1,1,0,1,0,2,4,1,145,0,13,0,4,22,18,12,0,1787,0,0,0,1,0,0,1
2,0,0,0,1,0,1,1,127,1,5202,3,6,16,13,7,0,1516,0,1,1,1,1,0,0
0,1,0,1,2,2,4,1,192,1,88,2,6,5,19,6,2,1769,0,0,1,0,0,1,1
3,0,0,0,0,0,2,2,237,0,6928,1,4,12,23,15,1,2310,0,1,1,0,0,0,1
0,0,3,3,2,0,5,0,279,0,1958,1,1,0,25,4,0,1432,1,0,0,1,1,0,1
0,1,1,0,0,1,4,1,167,0,487,3,5,19,5,12,2,1354,1,1,0,0,0,0,0
3,0,2,1,3,1,4,0,134,3,233,3,6,10,18,16,2,2305,1,1,1,1,0,1,0
0,1,2,3,3,0,2,2,152,0,5086,1,4,7,16,13,0,2120,1,0,0,1,0,1,1
0,0,1,3,3,0,0,0,63,1,31,1,5,3,14,2,1,975,1,1,0,0,1,0,1
3,1,2,3,2,2,4,0,290,2,44,2,2,10,17,11,2,1715,0,0,0,0,0,0,1
3,1,3,3,0,2,4,1,104,1,3,1,7,0,36,20,2,1888,1,0,1,1,1,1,1
1,0,0,2,2,0,1,0,65,0,5183,0,2,10,8,19,1,850,0,1,0,1,1,1,0
2,0,3,2,0,1,4,0,152,0,90,1,5,1,50,9,2,1787,0,0,0,1,1,0,1
1,0,3,2,0,0,3,1,111,2,596,1,2,23,10,3,0,2030,0,1,0,1,0,1,0
2,0,1,2,2,0,1,1,248,1,1921,0,6,20,47,11,1,1717,0,1,1,1,1,0,1
0,0,1,3,0,0,2,2,257,2,3696,0,4,11,11,18,1,2319,0,1,0,1,1,0,1
3,1,1,0,0,2,4,2,239,0,19,1,3,0,37,21,2,1573,1,1,0,0,0,0,1
2,0,3,2,0,1,4,2,158,2,1664,3,3,4,13,3,2,2308,0,0,0,1,0,1,0
2,0,0,0,2,0,3,2,152,0,8403,2,4,20,29,23,0,4136,0,1,0,1,0,1,0
0,0,0,1,1,2,4,2,56,1,72,1,2,14,17,20,1,981,1,0,0,1,1,0,1
0,1,2,0,3,2,4,0,215,3,7,3,4,0,12,22,2,2641,1,0,1,1,1,1,1
1,1,2,1,1,0,0,0,90,0,9635,3,3,7,21,10,0,3842,1,1,1,1,1,1,0
1,1,3,2,3,1,4,2,296,2,519,2,3,23,26,3,0,2665,1,0,1,1,1,1,1
3,0,0,3,1,2,4,2,170,1,13,1,1,3,27,4,0,973,1,0,1,0,0,1,0
0,1,1,0,1,1,4,2,298,3,1193,2,4,24,25,24,1,2806,1,1,0,1,1,0,1
2,0,3,0,1,2,4,1,54,0,62,3,7,15,25,13,0,1455,1,1,0,0,1,0,1
0,0,2,0,1,0,2,0,244,1,8855,3,2,21,17,1,0,2081,0,0,1,1,0,0,1
1,1,1,1,3,0,5,0,207,0,1834,0,1,18,27,7,1,2059,0,1,0,0,0,0,1
0,1,1,3,3,0,5,2,217,0,2853,3,7,3,13,17,0,2910,1,0,0,1,1,1,0
3,0,0,3,3,1,4,0,180,0,688,3,6,16,23,7,2,1440,1,1,0,1,0,0,1
0,0,0,0,1,1,4,0,218,2,430,3,6,15,15,3,1,1966,0,0,1,0,1,1,0
2,0,3,1,0,0,3,0,136,1,3030,1,2,24,18,9,1,1980,1,1,1,1,0,0,1
3,1,2,0,2,1,4,2,276,1,1595,2,4,2,22,8,2,1554,0,1,0,0,0,0,0
0,1,1,2,1,2,4,1,220,3,8,3,7,6,27,10,0,3246,1,0,0,0,1,1,0
1,1,2,2,2,0,2,0,175,3,7753,3,3,18,31,8,0,4924,0,0,0,0,1,1,0
3,0,3,2,0,1,4,0,119,2,210,0,2,24,8,10,1,1164,1,1,0,0,0,1,0
2,1,3,2,3,1,4,2,66,3,914,1,5,9,47,6,1,3006,0,1,1,1,0,0,1
2,0,1,2,2,2,4,1,217,3,92,1,5,21,21,17,2,2372,1,1,0,1,0,0,0
2,0,2,0,1,0,2,1,66,2,1851,1,1,19,22,4,0,1464,0,1,1,0,0,1,0
0,0,0,3,3,0,5,1,172,3,1554,3,3,13,46,7,1,3279,0,1,0,1,1,1,0
0,0,0,3,3,0,3,0,291,3,4359,1,2,1,15,15,0,3175,1,1,0,1,1,0,0
2,1,2,0,2,0,3,2,52,1,723,1,2,5,10,10,1,1377,1,0,1,1,1,0,1
0,1,0,1,2,0,5,1,125,0,2622,0,2,16,14,19,1,1770,1,1,1,0,1,1,1
0,0,0,2,3,0,3,1,80,3,703,2,5,18,48,6,2,2836,1,0,0,1,0,0,1
0,1,3,3,1,2,4,2,243,2,2,2,7,8,38,13,0,2493,1,0,1,1,1,0,1
0,1,0,3,2,2,4,2,173,1,61,0,2,6,30,23,1,1651,1,0,1,0,0,1,1
3,0,2,3,0,0,3,0,71,0,9198,0,1,19,37,7,1,2854,1,1,0,1,0,1,1
1,1,0,1,3,2,4,1,84,1,83,0,5,1,49,15,1,1966,1,0,0,0,1,1,0
0,0,2,1,0,0,3,2,68,0,9368,1,6,3,37,20,1,3718,1,1,1,0,0,0,1
2,1,2,3,1,1,4,2,150,1,987,0,3,2,8,21,2,1111,0,1,1,0,0,1,1
3,0,3,0,1,2,4,0,70,1,40,0,3,15,32,2,1,593,1,1,1,1,1,0,0
0,1,0,0,3,2,4,1,269,1,98,1,5,16,28,23,2,1713,1,1,0,0,0,1,1
2,0,1,2,2,0,2,1,214,1,8159,2,1,4,46,11,2,2773,0,1,1,1,1,1,0
3,1,1,3,0,0,1,1,180,3,5384,2,5,3,3,4,2,2566,1,0,1,0,0,1,1
2,0,1,3,3,1,4,0,193,2,818,0,3,3,17,15,1,1387,1,1,1,0,0,0,0
2,0,2,1,2,1,4,0,244,2,1242,1,7,18,22,14,2,2034,0,0,0,0,1,0,0
2,1,3,2,0,1,4,0,177,2,1545,1,3,11,39,16,2,2260,1,1,1,0,0,0,0
0,0,3,1,2,0,1,2,140,0,9076,0,7,19,2,17,0,804,1,1,1,1,0,0,1
0,0,0,3,1,0,1,1,124,2,6432,2,6,10,15,0,1,1612,0,1,0,1,0,0,0
0,0,1,0,2,2,4,2,74,2,78,2,7,16,3,20,0,1629,1,1,0,0,0,0,0
2,1,1,1,1,1,4,1,93,3,634,1,5,16,35,22,1,2764,0,1,1,0,1,1,0
2,0,3,2,3,0,3,2,105,2,8943,1,3,22,24,4,0,4025,0,0,1,0,1,0,1
3,0,1,2,0,1,4,0,116,3,545,0,1,17,29,13,2,2054,1,0,0,0,1,1,0
0,1,1,0,3,0,0,2,59,3,6487,1,2,20,13,15,0,4058,1,0,0,1,1,0,1
3,1,2,1,3,2,4,1,156,3,54,2,3,4,50,17,2,3025,0,0,0,1,1,0,1
1,1,3,0,3,2,4,1,195,2,48,0,2,10,6,21,1,1822,1,0,0,1,0,0,1
0,0,1,2,0,1,4,0,217,2,1848,1,5,16,14,16,2,1997,1,0,0,1,1,1,0
2,1,3,3,3,2,4,1,114,1,97,1,3,24,25,16,2,1320,1,1,1,0,0,1,0
3,0,3,1,2,2,4,2,191,0,19,1,6,0,34,18,1,1302,1,0,1,1,1,0,1
3,1,1,0,3,1,4,2,184,3,557,3,1,9,47,18,0,3185,0,0,0,1,1,0,1
3,0,2,0,0,0,1,1,245,3,6038,0,6,18,48,4,1,2629,0,0,0,0,1,0,1
1,1,1,1,3,2,4,2,56,3,7,1,5,9,7,11,0,2717,1,1,1,1,0,0,0
3,0,3,3,0,1,4,1,257,3,1500,2,4,3,35,5,0,2721,0,0,0,1,1,0,0
2,1,1,0,3,2,4,1,224,3,42,2,4,5,9,5,0,2639,1,1,1,1,1,0,1
2,0,1,1,0,1,4,1,199,0,664,2,6,8,17,10,2,1916,0,0,0,0,1,1,0
1,0,1,3,1,1,4,0,161,2,1394,1,6,4,39,3,0,2079,1,0,1,1,1,0,1
3,0,2,1,0,1,4,1,137,2,174,2,6,12,48,22,1,2446,0,1,1,1,1,1,1
0,1,1,0,0,2,4,0,124,3,48,0,7,17,14,3,0,2491,1,1,0,0,0,0,1
2,0,1,3,2,1,4,2,275,3,229,0,7,23,39,1,2,2637,1,1,0,1,0,1,0
2,1,3,0,2,0,5,1,131,0,4102,2,3,15,39,21,2,3661,0,0,1,0,1,1,1
0,0,1,1,1,0,5,1,171,1,5779,1,3,3,45,2,2,3023,0,1,0,1,1,0,0
0,0,3,1,1,1,4,0,64,0,1190,1,6,9,41,23,0,1204,1,1,0,1,0,0,1
1,0,1,3,3,1,4,1,160,0,1025,1,3,24,43,15,1,1792,0,1,0,1,0,0,0
0,0,3,0,0,0,5,2,238,3,8517,3,3,0,24,1,1,5031,1,0,1,0,0,0,0
2,0,3,0,2,2,4,0,231,0,22,2,2,9,23,20,2,1022,1,0,1,1,0,1,0
3,1,3,1,1,1,4,0,277,2,65,3,6,0,20,12,2,2116,0,0,1,0,1,1,1
2,0,1,0,1,0,1,1,260,3,4099,1,7,12,25,24,1,2538,0,0,1,0,0,0,1
3,0,2,2,0,1,4,1,262,3,1494,0,7,21,6,0,0,2404,0,1,0,1,1,1,1
3,1,3,1,2,1,4,2,119,2,390,1,7,17,42,3,1,2292,1,1,1,0,1,0,1
2,1,0,3,1,0,5,0,240,1,9925,3,1,14,5,13,1,5289,0,0,1,0,0,0,1
1,1,2,2,0,1,4,1,59,2,115,3,6,13,19,9,1,3217,0,1,0,1,0,1,1
0,0,2,1,3,0,1,1,113,0,577,2,7,5,15,16,2,1327,1,0,0,1,0,0,1
1,1,1,1,1,0,5,2,262,2,8682,0,6,2,49,12,0,6776,0,0,0,1,0,0,1
1,0,0,0,2,1,4,0,284,0,1902,3,6,1,0,1,0,1742,1,0,1,0,1,1,0
3,1,0,0,0,0,5,2,156,2,4246,2,4,4,19,0,0,3648,1,1,0,1,0,1,1
0,0,1,3,0,1,4,2,235,3,277,3,3,21,50,4,2,2718,1,1,1,0,0,1,0
2,1,2,1,2,2,4,2,151,1,53,0,5,16,37,1,2,1845,0,0,0,0,0,0,1
3,1,1,3,3,2,4,2,223,1,97,3,1,18,50,11,1,1953,0,0,1,0,1,1,0
2,0,1,1,2,2,4,1,262,1,95,0,4,21,28,8,1,1486,0,0,1,1,0,0,0
3,0,2,3,2,1,4,1,186,2,303,1,3,16,4,6,0,1284,1,0,0,1,0,1,0
1,0,1,2,1,2,4,1,135,2,64,2,3,21,23,10,2,1542,1,0,1,0,0,0,0
2,0,3,2,2,0,0,0,220,3,7413,2,4,11,22,1,2,4638,0,0,1,0,0,1,0
2,1,1,0,1,1,4,0,89,2,1966,0,6,11,28,17,1,1841,0,1,1,0,0,0,0
0,1,0,2,3,1,4,2,117,3,1024,2,2,18,1,24,0,2636,0,1,0,1,0,1,1
0,0,3,2,3,2,4,1,139,0,71,0,3,11,13,22,0,926,0,0,1,1,1,0,0
0,1,3,0,3,0,3,2,183,3,3777,3,6,20,40,20,1,4869,0,0,1,0,1,0,0
1,1,2,1,2,1,4,2,95,0,1680,2,5,3,0,20,1,1290,1,1,0,0,1,0,1
1,1,1,0,0,1,4,2,104,3,154,3,3,23,36,12,1,4149,0,0,0,1,0,1,1
2,1,2,0,0,1,4,2,245,2,118,2,5,1,36,17,2,2926,0,0,1,0,1,1,1
2,1,0,1,1,0,5,1,64,0,9942,2,3,11,28,24,1,5071,1,1,1,0,1,0,0
0,1,1,1,1,1,4,2,131,1,172,2,5,6,42,4,1,1898,0,0,0,1,0,0,0
1,0,1,0,3,0,2,0,143,1,5272,0,3,1,14,8,0,2192,0,0,0,1,1,0,0
1,1,2,1,1,1,4,0,228,2,1571,2,5,21,42,15,2,2428,1,1,1,0,1,0,1
1,0,0,2,1,0,3,0,200,0,8493,2,5,5,23,19,2,3957,1,0,0,0,0,1,0
3,1,1,1,3,1,4,1,138,1,1598,2,4,24,16,20,2,1710,0,0,0,0,1,1,0
2,1,3,1,2,0,0,1,150,0,2880,1,6,22,29,22,2,2282,1,0,1,0,0,0,0
2,1,3,1,0,2,4,2,291,2,52,3,6,10,37,19,2,3344,0,0,1,1,1,0,1
1,1,3,1,2,1,4,1,124,3,825,0,6,6,33,24,1,3411,0,0,0,0,1,1,0
1,0,1,0,2,0,5,2,220,3,1669,1,7,6,21,6,1,3675,0,0,0,0,1,0,1
1,0,0,0,2,0,3,0,188,2,9100,0,4,19,14,2,2,4262,0,1,0,1,1,1,1
3,1,3,3,1,2,4,2,99,1,91,0,1,17,48,8,2,1329,1,0,0,1,0,0,1
1,1,3,2,1,1,4,2,187,1,1974,2,3,21,36,0,0,2034,1,0,1,0,0,0,0
3,0,3,1,3,1,4,1,136,3,1958,0,4,7,27,2,2,2187,0,0,0,1,1,1,1
1,1,0,0,2,1,4,2,128,0,786,2,3,0,19,6,0,1514,1,0,0,0,0,1,0
1,1,2,1,0,1,4,2,237,1,1731,2,5,11,14,21,2,2405,1,0,1,0,1,0,1
2,1,1,1,1,1,4,1,281,2,838,2,1,11,36,19,0,2148,0,0,0,0,1,0,0
1,0,2,3,2,0,2,0,91,2,6039,0,1,19,37,15,1,2911,0,0,1,0,0,1,1
2,0,3,0,2,2,4,0,272,3,39,1,6,23,49,1,2,2544,1,1,1,0,0,1,0
0,0,1,3,1,0,1,1,136,2,2230,0,5,9,16,19,2,1223,1,1,0,1,1,1,0
2,1,1,1,1,0,3,2,251,3,6425,0,2,24,41,20,1,4681,0,1,0,1,0,0,0
3,0,3,0,1,2,4,2,177,2,64,2,2,7,29,3,1,1370,1,0,1,0,1,1,1
3,0,3,2,0,2,4,1,142,3,95,3,4,11,19,11,1,2437,1,0,1,1,1,1,1
3,1,2,1,1,2,4,1,132,3,32,0,1,1,8,0,1,1622,0,0,0,0,1,0,0
0,0,2,3,2,0,3,2,261,2,2060,1,5,1,34,23,2,2407,1,0,1,1,0,1,1
3,0,1,0,1,1,4,1,206,3,1110,1,7,13,50,24,2,2361,1,1,0,0,1,0,1
2,0,1,0,0,2,4,0,279,2,54,1,5,1,31,11,2,2258,1,0,1,0,0,1,0
1,1,2,1,0,1,4,0,164,2,439,2,2,18,29,21,1,2636,0,1,0,0,0,1,0
3,0,0,2,1,2,4,0,81,3,9,1,5,21,39,10,1,2268,0,1,0,1,0,0,1
0,0,1,3,0,2,4,0,257,0,60,0,4,5,14,5,0,958,0,1,1,1,0,0,0
0,0,1,2,3,1,4,0,216,2,1528,0,4,5,44,3,0,1774,1,1,0,0,0,0,0
2,1,2,2,0,1,4,1,247,3,1950,3,2,11,15,8,2,3213,0,0,0,0,0,1,1
2,0,0,1,0,0,3,0,105,2,500,2,2,6,47,18,0,2290,0,1,1,1,0,0,0
3,1,1,2,1,1,4,1,262,2,332,3,2,22,22,8,1,1707,1,0,0,1,1,0,1
0,0,2,1,0,2,4,0,82,0,7,1,5,17,32,17,0,1277,0,1,1,0,1,0,0
3,1,3,3,2,2,4,1,212,1,83,3,1,2,24,15,2,1306,0,0,1,1,0,0,1
3,0,0,2,0,1,4,0,83,2,227,1,6,12,23,0,0,1675,1,0,1,0,0,0,0
3,1,0,0,0,1,4,0,75,2,539,1,1,16,39,4,1,1877,1,0,0,1,1,0,0
2,1,0,0,1,0,1,1,276,1,9592,2,5,14,30,13,2,1794,1,1,1,0,1,1,1
0,0,0,3,0,1,4,0,149,2,464,0,3,11,27,4,1,1875,0,0,1,1,1,0,1
1,1,0,0,0,2,4,2,195,1,26,3,2,13,28,16,2,1988,1,1,1,0,0,0,1
0,0,2,0,1,1,4,0,59,3,1902,3,5,24,33,10,1,2352,1,1,0,1,0,0,1
1,1,1,1,1,2,4,0,236,1,81,3,1,21,24,14,0,1593,0,0,0,0,1,0,0
0,0,0,3,1,0,2,2,151,2,4923,1,3,11,31,21,0,2529,0,0,1,0,1,0,0
3,1,2,1,1,2,4,1,134,0,10,2,6,20,34,20,0,1395,0,1,1,0,0,1,1
2,1,2,3,0,0,2,0,289,2,8814,3,4,14,43,19,1,4064,1,1,1,1,0,1,0
0,1,3,2,3,0,3,1,254,2,1258,1,3,19,18,22,1,2198,1,0,1,1,0,1,1
0,1,2,2,3,2,4,0,176,1,28,1,1,14,48,7,0,1707,0,0,0,1,0,1,1
0,0,3,0,2,0,3,1,209,3,9516,3,4,10,3,22,1,4730,0,0,1,1,1,1,1
3,0,1,3,2,2,4,0,79,0,34,2,5,23,13,10,0,949,0,1,1,0,1,0,1
1,1,3,0,3,0,3,1,220,3,9532,0,3,10,16,3,2,5345,0,1,1,0,1,0,0
2,1,3,2,3,2,4,0,156,0,53,3,5,6,12,10,1,1570,0,0,1,1,1,1,0
1,1,0,1,1,1,4,0,245,2,214,0,3,12,28,19,2,2164,0,1,0,1,0,0,0
3,1,3,0,2,0,2,1,103,2,2977,2,5,0,47,5,2,2814,0,0,0,1,0,1,1
3,1,3,3,2,1,4,1,133,2,1990,0,2,10,0,22,2,1413,1,0,1,1,0,0,0
0,1,2,2,0,2,4,0,291,3,62,0,4,15,41,11,2,2920,0,1,0,1,0,1,0
3,0,0,2,0,1,4,1,278,2,662,3,6,24,49,7,0,2629,1,1,0,1,1,0,1
3,1,1,3,2,2,4,1,197,2,79,0,2,4,16,7,2,1464,1,0,1,0,1,0,1
0,1,0,1,2,0,0,2,125,3,2747,2,6,16,18,22,1,3961,0,0,0,0,0,0,1
3,1,2,1,1,0,1,2,196,3,627,3,2,1,45,9,2,2342,1,1,0,1,0,1,1
0,0,2,1,1,2,4,2,128,2,38,0,7,0,33,24,0,1443,1,1,1,1,1,0,0
3,1,1,3,1,2,4,0,212,1,95,1,1,3,30,15,1,1235,0,0,0,0,1,0,0
0,0,1,1,2,2,4,0,272,0,67,2,5,12,4,20,1,1155,1,0,0,0,0,1,0
1,0,0,0,1,0,3,2,134,3,3079,2,2,2,32,3,2,3202,1,0,0,0,0,1,0
1,1,2,1,3,1,4,1,206,3,810,2,7,23,9,17,2,3581,0,1,0,1,0,0,1
2,0,1,1,0,2,4,1,271,3,93,1,1,0,14,6,0,2483,0,0,1,0,1,1,0
0,1,0,0,0,0,5,0,197,3,5707,0,7,13,33,7,2,5075,0,0,0,1,1,0,0
1,0,3,3,3,1,4,1,56,0,36,3,7,8,30,17,1,1923,1,1,0,1,1,0,1
2,0,0,2,3,2,4,1,132,0,15,1,1,24,45,14,2,1449,0,0,1,0,1,0,1
0,0,2,2,2,2,4,2,286,0,66,3,5,8,3,20,2,1341,1,0,0,1,0,0,0
2,1,1,1,0,0,3,2,291,0,8414,1,6,20,11,14,1,4603,0,0,1,1,1,0,1
2,1,0,2,1,0,2,1,137,0,1520,2,4,5,49,15,1,2121,0,1,0,0,1,1,1
2,0,3,2,1,0,2,0,217,2,7446,3,6,21,1,14,2,2853,0,1,1,0,1,1,0
3,1,2,0,2,2,4,2,244,3,63,3,7,12,1,8,1,2839,1,0,0,0,0,0,1
3,1,2,1,0,1,4,1,191,2,311,3,1,18,28,6,2,2045,0,0,0,0,0,0,0
3,0,1,2,2,0,3,0,70,3,4938,0,1,7,31,4,0,3112,0,0,0,0,0,0,0
1,0,2,3,0,0,3,1,105,0,6003,3,2,21,32,11,2,3325,0,1,0,0,0,1,1
1,0,1,0,1,0,1,2,221,0,7934,3,3,7,47,24,0,1939,0,0,1,0,1,1,1
3,1,0,3,2,0,5,2,55,0,2084,2,5,3,50,21,0,2531,1,1,0,0,0,1,1
